Date,Close
2009-01-02,14.924774169921875
2009-01-05,15.064258575439453
2009-01-06,15.240447998046875
2009-01-07,14.322795867919922
2009-01-08,14.770608901977539
2009-01-09,14.330127716064453
2009-01-12,14.293425559997559
2009-01-13,14.550374031066895
2009-01-14,14.014458656311035
2009-01-15,14.124578475952148
2009-01-16,14.469619750976562
2009-01-20,13.56663990020752
2009-01-21,14.227352142333984
2009-01-22,12.560892105102539
2009-01-23,12.626960754394531
2009-01-26,12.942635536193848
2009-01-27,12.964659690856934
2009-01-28,13.24362564086914
2009-01-29,12.9132719039917
2009-01-30,12.55355167388916
2009-02-02,13.089461326599121
2009-02-03,13.581329345703125
2009-02-04,13.676759719848633
2009-02-05,13.977754592895508
2009-02-06,14.432912826538086
2009-02-09,14.271401405334473
2009-02-10,13.801563262939453
2009-02-11,14.102551460266113
2009-02-12,14.139262199401855
2009-02-13,14.014458656311035
2009-02-17,13.371393203735352
2009-02-18,13.39356517791748
2009-02-19,13.23834228515625
2009-02-20,13.304863929748535
2009-02-23,12.72093391418457
2009-02-24,12.691363334655762
2009-02-25,12.536141395568848
2009-02-26,12.136995315551758
2009-02-27,11.937422752380371
2009-03-02,11.67132568359375
2009-03-03,11.737847328186035
2009-03-04,11.915249824523926
2009-03-05,11.286961555480957
2009-03-06,11.294350624084473
2009-03-09,11.198262214660645
2009-03-10,12.18134593963623
2009-03-11,12.647015571594238
2009-03-12,12.573100090026855
2009-03-13,12.307002067565918
2009-03-16,12.01134204864502
2009-03-17,12.491796493530273
2009-03-18,12.536141395568848
2009-03-19,12.669188499450684
2009-03-20,12.610054016113281
2009-03-23,13.548786163330078
2009-03-24,13.253129959106445
2009-03-25,13.216169357299805
2009-03-26,13.918365478515625
2009-03-27,13.400962829589844
2009-03-30,12.920504570007324
2009-03-31,13.57835578918457
2009-04-01,14.273171424865723
2009-04-02,14.258378982543945
2009-04-03,13.859237670898438
2009-04-06,13.86662769317627
2009-04-07,13.86662769317627
2009-04-08,14.184466361999512
2009-04-09,14.539266586303711
2009-04-13,14.480132102966309
2009-04-14,14.302733421325684
2009-04-15,13.918365478515625
2009-04-16,14.605780601501465
2009-04-17,14.191861152648926
2009-04-20,13.755753517150879
2009-04-21,14.021852493286133
2009-04-22,13.881412506103516
2009-04-23,13.984889030456543
2009-04-24,15.455820083618164
2009-04-27,15.078842163085938
2009-04-28,14.731449127197266
2009-04-29,14.96798038482666
2009-04-30,14.97536563873291
2009-05-01,14.960579872131348
2009-05-04,14.92361831665039
2009-05-05,14.627962112426758
2009-05-06,14.627962112426758
2009-05-07,14.280555725097656
2009-05-08,14.354474067687988
2009-05-11,14.280555725097656
2009-05-12,14.70187759399414
2009-05-13,14.598398208618164
2009-05-14,14.827532768249512
2009-05-15,14.945791244506836
2009-05-18,15.226680755615234
2009-05-19,15.107660293579102
2009-05-20,15.159733772277832
2009-05-21,14.743178367614746
2009-05-22,14.691110610961914
2009-05-26,15.12997817993164
2009-05-27,14.973770141601562
2009-05-28,15.21180534362793
2009-05-29,15.53909969329834
2009-06-01,15.91847038269043
2009-06-02,15.91847038269043
2009-06-03,16.163938522338867
2009-06-04,16.238325119018555
2009-06-05,16.468910217285156
2009-06-08,16.401962280273438
2009-06-09,16.42428207397461
2009-06-10,16.773893356323242
2009-06-11,16.982177734375
2009-06-12,17.35410499572754
2009-06-15,17.42104721069336
2009-06-16,17.44336700439453
2009-06-17,17.614452362060547
