Date,Close,High,Low,Open,Volume
,CAH,CAH,CAH,CAH,CAH
2009-01-02,16.657920837402344,16.73832447007257,16.019413441660713,16.520759788958397,1756500
2009-01-05,16.89914321899414,17.026844771286317,16.50185010216162,16.591715159827995,2190600
2009-01-06,16.851844787597656,17.41467587245833,16.62954932355518,16.965356059794008,2666500
2009-01-07,16.998462677001953,17.026841395516932,16.516035287621488,16.520765976155168,3814900
2009-01-08,17.362651824951172,17.48089380437072,15.726183262799708,16.118747500502725,4680200
2009-01-09,17.438322067260742,17.68899622506661,17.074136649213195,17.452512327962665,3197000
2009-01-12,17.447782516479492,17.452513205027522,17.225487064677203,17.334271250533376,2273100
2009-01-13,17.930206298828125,18.11466342203993,17.30116016571534,17.391023383523258,3155200
2009-01-14,17.670076370239258,17.81669522584553,17.47142896645522,17.60386117038754,4034300
2009-01-15,17.930206298828125,18.072096254819613,17.348456216302946,17.717370462726553,3401000
2009-01-16,18.015344619750977,18.15250572272654,17.741022413799847,18.067371369447162,3010600
2009-01-20,17.537647247314453,18.355881341476394,17.44778220877714,17.930209591112835,3784000
2009-01-21,17.38629722595215,17.87345533423187,17.178192023224433,17.863995760803906,4989900
2009-01-22,17.414674758911133,17.627510635956348,17.121435219553852,17.149812133673862,3559200
2009-01-23,17.007923126220703,17.187651410951844,16.82819664571869,17.154543806426254,2776100
2009-01-26,17.296430587768555,17.556562491146444,16.998460398110133,16.998460398110133,2987800
2009-01-27,17.736289978027344,17.963314273238648,17.372104607304404,17.372104607304404,2903000
2009-01-28,18.578174591064453,18.63493202606171,18.010614674923666,18.114666363960694,2902700
2009-01-29,17.892375946044922,18.606556658153433,17.849808764248436,18.270749892997422,2224500
2009-01-30,17.807235717773438,17.972773701224817,17.575480736712805,17.854531768979918,2309600
2009-02-02,17.320085525512695,17.53292146019294,16.993738295155996,17.102520705274895,3622200
2009-02-03,17.627504348754883,17.707907982389386,17.012646770992518,17.38156095680426,2503900
2009-02-04,17.788318634033203,18.024802525888518,17.698453600421683,17.73629188914841,1972300
2009-02-05,18.445749282836914,18.82412326625434,17.40995016493868,17.703189776558503,4097900
2009-02-06,18.69641876220703,18.85722790534636,18.3085852647938,18.3085852647938,2488200
2009-02-09,18.497770309448242,18.69168702859886,18.204530788734143,18.455203136745478,1421700
2009-02-10,17.821426391601562,18.497770472606184,17.660617271553704,18.322772896275225,2694200
2009-02-11,17.953859329223633,18.010616770825774,17.674808222815244,17.977507361109932,2311500
2009-02-12,18.15723419189453,18.180882221880413,17.50926878829037,17.603862712462934,1931300
2009-02-13,18.020071029663086,18.266014482671974,17.83561389096363,18.13358408652443,1369700
2009-02-17,17.334278106689453,17.58967945820059,17.216036105427534,17.49981618676424,2050800
2009-02-18,17.348466873168945,17.47616845327478,17.09306371295727,17.409953220085782,1728100
2009-02-19,17.097787857055664,17.499809792765394,17.069409137598978,17.34846023078791,2643000
2009-02-20,16.9890079498291,17.130899778645865,16.89914468857743,17.026846251974785,3429400
2009-02-23,16.81873893737793,17.24440895886367,16.78090063987911,17.11197852607646,2411100
2009-02-24,16.908599853515625,17.08359744471752,16.747790719802538,16.80454635398684,2883400
2009-02-25,16.648466110229492,16.941705626767504,16.26063267745148,16.88021931057717,3207700
2009-02-26,15.499153137207031,16.78089528628233,15.480233994493382,16.691032064735627,3899700
2009-02-27,15.347804069519043,15.574828376283179,14.936321724158944,15.201183415383769,3855000
2009-03-02,14.624163627624512,15.33361438745412,14.562678213853047,15.201183987911138,3628400
2009-03-03,14.53902816772461,15.016725691682241,14.416056447507502,14.770782251248027,3729600
2009-03-04,14.917410850524902,15.101868078107783,14.477550475105865,14.709304682152647,2701100
2009-03-05,14.312005996704102,14.676191425839038,14.226871646816505,14.657272280479793,2611600
2009-03-06,14.103899955749512,14.633624300101033,13.791741273188357,14.406599065599234,3387800
2009-03-09,14.051871299743652,14.472813207094429,13.862684381778665,13.909981336798507,2600800
2009-03-10,14.99307918548584,15.021457000069766,14.03768404072055,14.25997857550448,3089000
2009-03-11,13.522151947021484,15.130242580676828,13.12485885019768,15.059297578125717,8168900
2009-03-12,14.17011833190918,14.259982488551218,13.437018422874136,13.522152792101888,3978500
2009-03-13,14.917410850524902,14.945788677357305,14.118094694141003,14.250525154102109,3214700
2009-03-16,14.685648918151855,15.21537231610714,14.685648918151855,15.011996932499398,2735300
2009-03-17,15.002543449401855,15.002543449401855,14.581602251350809,14.666736628959963,2866700
2009-03-18,15.205913543701172,15.560639348258162,14.865376193973262,14.945780745757421,2903300
2009-03-19,14.860651016235352,15.343077574414144,14.80389447297715,15.158620387525625,2622600
2009-03-20,14.666731834411621,15.168077458302223,14.548489882410994,14.950512699636029,2774800
2009-03-23,15.470775604248047,15.470775604248047,14.761323936382121,14.903214811223974,1859800
2009-03-24,15.314697265625,15.560640728439735,15.272130093133432,15.276858977086317,2189400
2009-03-25,15.432939529418945,15.60793710694912,15.13496931582945,15.447127985799275,1863800
2009-03-26,15.778209686279297,15.792398146153953,15.314701353336867,15.522806583159166,2351900
2009-03-27,15.338346481323242,15.641045596151695,15.295779305536177,15.584289963178621,2661300
2009-03-30,14.925077438354492,15.1768375042793,14.75407053274325,15.053332617562921,2538100
2009-03-31,14.953582763671875,15.172091753589164,14.839578427812128,14.934582494041544,4408300
2009-04-01,14.80157470703125,14.90132905183917,14.578316363548053,14.782574440321893,3474300
2009-04-02,15.433357238769531,15.723117102588711,14.910835619509367,15.020090601149832,3405400
2009-04-03,15.419098854064941,15.542604669033476,15.148338475470672,15.238593143036516,2501900
2009-04-06,15.651863098144531,15.737366590375233,15.2860985618359,15.2860985618359,1804000
2009-04-07,15.409597396850586,15.65185781372911,15.281342201806343,15.400096810693436,1482400
2009-04-08,15.224344253540039,15.637609887066482,15.110339909600816,15.438102964692328,1751200
2009-04-09,15.656608581542969,15.742112052446375,15.499853426254516,15.509354013249526,1930000
2009-04-13,15.96536636352539,16.022368055759276,15.556850309738431,15.556850309738431,1859100
2009-04-14,16.088878631591797,16.27888678645651,15.737365900759754,15.841868755088493,1908600
2009-04-15,16.098384857177734,16.164887191049683,15.837124911801068,15.837124911801068,1915200
2009-04-16,16.07937240600586,16.31688161030167,15.875114345347347,16.18387703575247,2280400
2009-04-17,16.274127960205078,16.378632577616973,16.03661878394256,16.093622290922436,2053000
2009-04-20,16.027122497558594,16.383386317214548,15.917866664925453,16.122124733158987,1825700
2009-04-21,15.922626495361328,16.37864399682907,15.642365399491107,15.827622396209097,1600500
2009-04-22,15.99862289428711,16.150628666181145,15.604356677651385,15.723111300196834,1730900
2009-04-23,16.05088233947754,16.183886995882453,15.642365966745254,16.079382301819997,1764500
2009-04-24,16.074628829956055,16.193383475031954,15.865621306961216,16.079378218456174,1368000
2009-04-27,16.150634765625,16.430895853157647,15.704117868561298,15.713618459399132,2378600
2009-04-28,15.903617858886719,16.122125916082535,15.78486324362139,16.122125916082535,1604800
2009-04-29,16.38338851928711,16.44513961831696,15.913119416830257,16.012872864849314,1639600
2009-04-30,16.05088233947754,16.625654532715966,15.889375908677625,16.568652795978508,2351700
2009-05-01,16.069873809814453,16.188628413273143,15.974869764637214,16.084123782373034,1695400
2009-05-04,16.635150909423828,16.66365267659749,16.017627117077794,16.17913350695772,1397600
2009-05-05,16.98666000366211,17.119666409914032,16.63514734411816,16.782403724876765,1626700
2009-05-06,16.806161880493164,17.33818230974629,16.63990425056546,17.038920025518433,1405900
2009-05-07,17.290668487548828,17.556677601108817,16.625642079546495,16.896402391306445,1705800
2009-05-08,17.551937103271484,17.6849417274051,17.27642545379231,17.433182456851583,1304500
2009-05-11,17.171916961669922,17.452177907727116,17.12916523050691,17.361923246354365,997000
2009-05-12,17.1909122467041,17.390420882189723,16.924903148791373,17.219413998073783,1358400
2009-05-13,16.88215446472168,17.228917681202788,16.848903321500984,16.86790268044752,1579100
2009-05-14,17.000905990600586,17.133910539428186,16.753896248455703,16.877400213502607,1239100
2009-05-15,16.568647384643555,16.986662400264223,16.47364331307451,16.796656069178088,1506900
2009-05-18,16.962913513183594,16.962913513183594,16.521146076936567,16.630400135829085,1347100
2009-05-19,16.94866180419922,17.081666416735697,16.758653661674014,16.891660086262434,1099700
2009-05-20,16.943906784057617,17.338172956693185,16.924907423729994,17.095914351039323,1851400
2009-05-21,16.207630157470703,16.89165793375405,16.13637847214233,16.820404436373966,2943100
2009-05-22,16.259889602661133,16.516400131122474,16.15538491060966,16.226638439199757,2204200
2009-05-26,16.711151123046875,16.782404623498984,16.046124492333156,16.278884356698494,1713700
2009-05-27,16.568647384643555,16.796656069178088,16.530645031195156,16.734903150850418,1481100
