Date,Close,High,Low,Open,Volume
,J,J,J,J,J
2009-01-02,38.97578048706055,39.13811453644026,37.18236869151924,37.847168804461724,2596532
2009-01-05,39.47823715209961,40.962437351427006,38.109986287813996,38.91392968025981,2504842
2009-01-06,41.75865936279297,42.29204618321329,39.934326845374144,40.22034750201382,4114448
2009-01-07,38.365089416503906,41.56540317372847,38.17956479979946,41.56540317372847,3386552
2009-01-08,39.96524429321289,40.3208366538526,37.71575136881462,37.986308087956125,3298453
2009-01-09,39.54008865356445,41.27938912396005,39.26952837099575,40.939257104957,2829828
2009-01-12,35.72135925292969,39.80291917926032,35.249817436780674,39.65604549882046,3389066
2009-01-13,37.14372634887695,37.66938311293366,34.863311875885465,35.59768036496356,3968414
2009-01-14,34.778263092041016,36.40160671555908,34.067081997392286,36.40160671555908,2917688
2009-01-15,36.44025802612305,37.11278817272799,32.59060878998371,34.778263431757395,4877177
2009-01-16,37.383365631103516,38.604739901954076,34.9638041433246,37.862637694059494,4277719
2009-01-20,34.12894058227539,37.00458363202764,33.410028937395005,37.00458363202764,4730544
2009-01-21,34.2216911315918,34.34537420556577,31.570224643970572,33.23995320215533,5337543
2009-01-22,30.070560455322266,32.2736758102517,28.69458272105847,32.0804210062495,8294133
2009-01-23,31.4697322845459,32.44374002613572,29.034712930571338,29.282079079605424,5457362
2009-01-26,31.353784561157227,32.946211467119284,30.457078593596002,31.802135780053494,3956324
2009-01-27,30.998191833496094,33.08535086105539,30.882235416615462,32.86890547177895,5337662
2009-01-28,33.471866607666016,34.25261972014497,31.833058443825916,32.366445351881886,4691522
2009-01-29,31.15279197692871,32.89982232779189,30.72762791166082,32.89982232779189,4539742
2009-01-30,29.89276885986328,31.291940832567075,29.227970506402517,30.704442643126338,5284396
2009-02-02,28.949682235717773,29.8463863347995,28.292612340373676,29.28981070730996,5039250
2009-02-03,29.606746673583984,30.093748742624147,28.68685034674028,29.35164858682188,4620540
2009-02-04,29.637670516967773,31.10641412768655,29.390302596095058,30.016449943325327,3397565
2009-02-05,30.851316452026367,31.423354258355932,28.872381768189314,29.17385929232287,4796618
2009-02-06,32.49785232543945,32.77613925127387,30.750821787053656,30.94407659666089,4110378
2009-02-09,32.722023010253906,33.61872872247674,31.817587106803007,32.70656262779778,3505654
2009-02-10,31.4465389251709,33.98978250916422,31.160521840661694,32.72202404802027,4176572
2009-02-11,31.75575065612793,32.466931892626626,30.93634672512677,31.941275275275,3184020
2009-02-12,31.168254852294922,31.423351193992815,29.57582820519002,31.114143507086276,4201709
2009-02-13,31.237829208374023,31.97993124911492,30.588489481504684,31.33832171506821,2912900
2009-02-17,28.362186431884766,30.024183260033894,28.253963727378032,29.707245339692744,4389519
2009-02-18,28.199844360351562,29.297536774450993,27.26448772175852,28.78734063986953,5316476
