Date,Close
2009-01-02,2.7309930324554443
2009-01-05,2.84625244140625
2009-01-06,2.799306631088257
2009-01-07,2.7388181686401367
2009-01-08,2.7896761894226074
2009-01-09,2.7258787155151367
2009-01-12,2.6680991649627686
2009-01-13,2.639509916305542
2009-01-14,2.5678868293762207
2009-01-15,2.5092036724090576
2009-01-16,2.4776060581207275
2009-01-20,2.3533191680908203
2009-01-21,2.4926533699035645
2009-01-22,2.659069538116455
2009-01-23,2.659069538116455
2009-01-26,2.6975905895233154
2009-01-27,2.7303922176361084
2009-01-28,2.8348169326782227
2009-01-29,2.7987046241760254
2009-01-30,2.7123358249664307
2009-02-02,2.7538654804229736
2009-02-03,2.798103094100952
2009-02-04,2.8152546882629395
2009-02-05,2.9028286933898926
2009-02-06,3.000934362411499
2009-02-09,3.0848941802978516
2009-02-10,2.944056749343872
2009-02-11,2.9136619567871094
2009-02-12,2.987391233444214
2009-02-13,2.984081506729126
2009-02-17,2.84474778175354
2009-02-18,2.839933395385742
2009-02-19,2.7276837825775146
2009-02-20,2.7445361614227295
2009-02-23,2.6166388988494873
2009-02-24,2.715946912765503
2009-02-25,2.74333119392395
2009-02-26,2.6840474605560303
2009-02-27,2.6876590251922607
2009-03-02,2.6464309692382812
2009-03-03,2.6593706607818604
2009-03-04,2.7436325550079346
2009-03-05,2.673515558242798
2009-03-06,2.566984176635742
2009-03-09,2.5010790824890137
2009-03-10,2.6671957969665527
2009-03-11,2.7890748977661133
2009-03-12,2.8995180130004883
2009-03-13,2.886878490447998
2009-03-16,2.8715312480926514
2009-03-17,2.999129056930542
2009-03-18,3.0551018714904785
2009-03-19,3.0581114292144775
2009-03-20,3.05720853805542
2009-03-23,3.239877462387085
2009-03-24,3.204967498779297
2009-03-25,3.2046663761138916
2009-03-26,3.3063840866088867
2009-03-27,3.215501070022583
2009-03-30,3.1444807052612305
2009-03-31,3.163438558578491
2009-04-01,3.270873546600342
2009-04-02,3.3918492794036865
2009-04-03,3.4905571937561035
2009-04-06,3.5645864009857178
2009-04-07,3.460763692855835
2009-04-08,3.5004870891571045
2009-04-09,3.598292112350464
2009-04-13,3.617851972579956
2009-04-14,3.560373306274414
2009-04-15,3.5402109622955322
2009-04-16,3.654867172241211
2009-04-17,3.7141518592834473
2009-04-20,3.6262784004211426
2009-04-21,3.664196252822876
2009-04-22,3.6566731929779053
2009-04-23,3.7737338542938232
2009-04-24,3.7285966873168945
2009-04-27,3.7535743713378906
2009-04-28,3.7285966873168945
2009-04-29,3.765913248062134
2009-04-30,3.786677837371826
2009-05-01,3.8291103839874268
2009-05-04,3.974458932876587
2009-05-05,3.9937214851379395
2009-05-06,3.987401247024536
2009-05-07,3.8838794231414795
2009-05-08,3.8877921104431152
2009-05-11,3.8992273807525635
2009-05-12,3.7442448139190674
2009-05-13,3.595883369445801
2009-05-14,3.700007438659668
2009-05-15,3.6840579509735107
2009-05-18,3.811353921890259
2009-05-19,3.8354299068450928
2009-05-20,3.787881851196289
2009-05-21,3.73702335357666
2009-05-22,3.6864655017852783
2009-05-26,3.9356398582458496
2009-05-27,4.0039544105529785
2009-05-28,4.0647430419921875
2009-05-29,4.0870137214660645
2009-06-01,4.193542957305908
2009-06-02,4.197755336761475
2009-06-03,4.24169397354126
2009-06-04,4.325653553009033
2009-06-05,4.353641986846924
2009-06-08,4.328965187072754
2009-06-09,4.294959545135498
2009-06-10,4.22062873840332
2009-06-11,4.211597442626953
2009-06-12,4.121921062469482
2009-06-15,4.095436096191406
2009-06-16,4.103261947631836
2009-06-17,4.080090045928955
2009-06-18,4.089117050170898
2009-06-19,4.19745397567749
2009-06-22,4.1339569091796875
2009-06-23,4.032843112945557
2009-06-24,4.099349498748779
2009-06-25,4.208889484405518
2009-06-26,4.2865309715271
2009-06-29,4.272387981414795
2009-06-30,4.286231517791748
2009-07-01,4.298269271850586
2009-07-02,4.213705062866211
2009-07-06,4.171273708343506
2009-07-07,4.074672698974609
2009-07-08,4.129443645477295
2009-07-09,4.10356330871582
2009-07-10,4.168565273284912
2009-07-13,4.283522129058838
2009-07-14,4.281415939331055
2009-07-15,4.42014741897583
2009-07-16,4.439406871795654
2009-07-17,4.566703796386719
2009-07-20,4.601611137390137
2009-07-21,4.559480667114258
2009-07-22,4.71687126159668
2009-07-23,4.749371528625488
2009-07-24,4.814675331115723
2009-07-27,4.817984580993652
2009-07-28,4.814975738525391
2009-07-29,4.8158793449401855
2009-07-30,4.8989362716674805
2009-07-31,4.916993141174316
2009-08-03,5.008477687835693
2009-08-04,4.98199462890625
2009-08-05,4.968753337860107
2009-08-06,4.932642936706543
2009-08-07,4.980790615081787
2009-08-10,4.957017421722412
2009-08-11,4.900141716003418
2009-08-12,4.97477388381958
2009-08-13,5.068363666534424
2009-08-14,5.019010543823242
2009-08-17,4.802638053894043
2009-08-18,4.9353508949279785
2009-08-19,4.953405380249023
2009-08-20,5.005466938018799
2009-08-21,5.092437744140625
2009-08-24,5.08762264251709
2009-08-25,5.097853660583496
2009-08-26,5.037968635559082
2009-08-27,5.099360942840576
2009-08-28,5.1174163818359375
2009-08-31,5.062045574188232
2009-09-01,4.974471092224121
2009-09-02,4.970859527587891
2009-09-03,5.012088298797607
2009-09-04,5.125239849090576
2009-09-08,5.204084873199463
2009-09-09,5.1502180099487305
2009-09-10,5.192951202392578
2009-09-11,5.180913925170898
2009-09-14,5.227860927581787
2009-09-15,5.271196365356445
2009-09-16,5.4731221199035645
2009-09-17,5.553773403167725
2009-09-18,5.567918300628662
2009-09-21,5.537823677062988
2009-09-22,5.551666259765625
2009-09-23,5.582363605499268
2009-09-24,5.531805515289307
2009-09-25,5.488170623779297
2009-09-28,5.60192346572876
2009-09-29,5.578752040863037
2009-09-30,5.577849388122559
2009-10-01,5.442728042602539
2009-10-02,5.564306735992432
2009-10-05,5.5980095863342285
2009-10-06,5.71808385848999
2009-10-07,5.725306987762451
2009-10-08,5.695814609527588
2009-10-09,5.73192834854126
2009-10-12,5.742159366607666
2009-10-13,5.7183837890625
2009-10-14,5.756606578826904
2009-10-15,5.73463773727417
